"respondent_id","persona"
813,"I am 65 years old. I am male. I am of another race. I am married. I completed 3rd grade. My family income is $35,000 to $39,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services about once or twice a year."
814,"I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). I am a strong Republican. I am extremely conservative. I attend religious services every week."
815,"I am 64 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a strong Republican. I am extremely conservative. I attend religious services every week."
816,"I am 59 years old. I am female. I am Black or African American. I am divorced. I completed high school (12th grade). I am an independent, close to Republican. I am extremely conservative. I attend religious services about once or twice a year."
817,"I am 22 years old. I am female. I am White. I have never been married. I completed high school (12th grade). My family income is $1,000 to $2,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
818,"I am 19 years old. I am female. I am White. I have never been married. I completed high school (12th grade). My family income is $170,000 or more. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
819,"I am 55 years old. I am male. I am White. I am divorced. I had 1 year of college education. My family income is $170,000 or more. I am a not very strong Republican. I am conservative. I attend religious services less than once a year."
820,"I am 18 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am slightly conservative. I attend religious services several times a year."
821,"I am 41 years old. I am female. I am Black or African American. I am married. I completed 4 years of college (bachelor's degree). My family income is $150,000 to $169,999. I am a strong Democrat. I am liberal. I attend religious services about once or twice a year."
822,"I am 58 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Republican. I am conservative. I attend religious services nearly every week."
823,"I am 79 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $25,000 to $29,999. I am a strong Republican. I am extremely conservative. I attend religious services every week."
824,"I am 21 years old. I am female. I am White. I am married. I completed 9th grade. My family income is $5,000 to $5,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
825,"I am 76 years old. I am male. I am White. I am married. I completed 9th grade. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
826,"I am 32 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $60,000 to $74,999. I am an independent (neither Democrat nor Republican). I am extremely conservative."
827,"I am 29 years old. I am female. I am White. I have never been married. I had 1 year of college education. I am a strong Republican. I am conservative. I attend religious services about once or twice a year."
828,"I am 28 years old. I am female. I am Black or African American. I am married. I had 1 year of college education. My family income is $90,000 to $109,999. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
829,"I am 26 years old. I am female. I am married. I had 3 years of college education. My family income is $12,500 to $14,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
830,"I am 59 years old. I am female. I am White. I am married. I completed 3rd grade. My family income is $60,000 to $74,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services 2-3 times a month."
831,"I am 18 years old. I am female. I have never been married. I had 2 years of college education. I am an independent (neither Democrat nor Republican). I am slightly liberal. I never attend religious services."
832,"I am 52 years old. I am female. I am White. I am married. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I attend religious services less than once a year."
833,"I am 28 years old. I am female. I am Black or African American. I have never been married. I had 3 years of college education. My family income is $40,000 to $49,999. I am moderate (middle of the road). I attend religious services about once a month."
834,"I am 50 years old. I am female. I am Black or African American. I have never been married. I completed 10th grade. I am a strong Democrat."
835,"I am 42 years old. I am female. I am Black or African American. I have never been married. I had 5 years of college education. My family income is $75,000 to $89,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once a month."
836,"I am 54 years old. I am female. I am Black or African American. I am divorced. I completed high school (12th grade). My family income is $7,000 to $7,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services about once a month."
837,"I am 64 years old. I am male. I am Black or African American. I am married. I completed high school (12th grade). My family income is $1,000 to $2,999. I am a strong Republican. I am liberal."
838,"I am 20 years old. I am male. I have never been married. I had 2 years of college education. I am an independent, close to Republican. I am moderate (middle of the road). I attend religious services less than once a year."
839,"I am 20 years old. I am male. I am of another race. I have never been married. I had 1 year of college education. My family income is $22,500 to $24,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
840,"I am 60 years old. I am female. I am White. I am separated. I had 2 years of college education. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once a month."
841,"I am 45 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $25,000 to $29,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services 2-3 times a month."
842,"I am 61 years old. I am female. I am Black or African American. I am divorced. I had 1 year of college education. My family income is $50,000 to $59,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
843,"I am 22 years old. I am female. I am White. I have never been married. I had 2 years of college education. My family income is $20,000 to $22,499. I am a strong Democrat. I am liberal. I never attend religious services."
844,"I am 39 years old. I am male. I have never been married. I had 2 years of college education. My family income is $170,000 or more. I am a not very strong Republican. I am extremely conservative. I attend religious services about once a month."
845,"I am 77 years old. I am male. I am White. I am widowed. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am slightly conservative. I never attend religious services."
846,"I am 32 years old. I am female. I am of another race. I am married. I had 5 years of college education. My family income is $110,000 to $129,999. I am a strong Republican. I am conservative. I attend religious services several times a year."
847,"I am 35 years old. I am male. I am Black or African American. I am married. I completed high school (12th grade). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I never attend religious services."
848,"I am 66 years old. I am female. I am White. I am divorced. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
849,"I am 36 years old. I am female. I am White. I am married. I had 1 year of college education. My family income is $60,000 to $74,999. I am a strong Republican. I am liberal. I attend religious services less than once a year."
850,"I am 54 years old. I am female. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services every week."
851,"I am 48 years old. I am male. I am of another race. I am divorced. I had 1 year of college education. My family income is $110,000 to $129,999. I am an independent (neither Democrat nor Republican). I am conservative. I attend religious services about once or twice a year."
852,"I am 40 years old. I am male. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $89,999. I am a strong Republican. I am slightly conservative. I attend religious services every week."
853,"I am 46 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $30,000 to $34,999. I am an independent, close to Republican. I am moderate (middle of the road). I attend religious services 2-3 times a month."
854,"I am 59 years old. I am female. I am White. I am divorced. I completed high school (12th grade). I am a strong Republican."
855,"I am 24 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $40,000 to $49,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
856,"I am 70 years old. I am female. I am White. I am widowed. I completed 6th grade. I am a not very strong Democrat. I am slightly conservative. I attend religious services every week."
857,"I am 27 years old. I am male. I am White. I have never been married. I had 6 years of college education (master's degree). My family income is $75,000 to $89,999. I am a strong Democrat. I am liberal. I attend religious services several times a year."
858,"I am 55 years old. I am female. I am Black or African American. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am an independent, close to Republican. I am moderate (middle of the road). I attend religious services about once a month."
859,"I am 69 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $170,000 or more. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services about once or twice a year."
860,"I am 77 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services less than once a year."
861,"I am 41 years old. I am male. I am of another race. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once or twice a year."
862,"I am 83 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am slightly conservative. I attend religious services every week."
863,"I am 49 years old. I am female. I am White. I am married. I had 5 years of college education. My family income is $170,000 or more. I am a not very strong Democrat. I am slightly liberal. I never attend religious services."
864,"I am 71 years old. I am female. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $75,000 to $89,999. I am a strong Democrat. I am liberal. I attend religious services every week."
865,"I am 24 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $90,000 to $109,999. I am a strong Republican. I am conservative. I attend religious services several times a year."
866,"I am 45 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $89,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services less than once a year."
867,"I am 74 years old. I am male. I am White. I am married. I had 5 years of college education. I am a strong Republican. I am conservative. I attend religious services less than once a year."
868,"I am 43 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). I am a not very strong Democrat. I am conservative. I attend religious services about once or twice a year."
869,"I am 30 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $35,000 to $39,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
870,"I am 19 years old. I am female. I am White. I have never been married. I completed high school (12th grade). My family income is $25,000 to $29,999. I am a not very strong Republican. I am moderate (middle of the road). I never attend religious services."
871,"I am 61 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $25,000 to $29,999. I am an independent (neither Democrat nor Republican). I attend religious services more than once a week."
872,"I am 76 years old. I am female. I am White. I am divorced. I had 2 years of college education. My family income is $12,500 to $14,999. I am a strong Democrat. I am moderate (middle of the road). I never attend religious services."
873,"I am female. I am Black or African American. I am widowed. I had 7 years of college education. My family income is $90,000 to $109,999. I am a strong Democrat. I am slightly conservative. I attend religious services about once a month."
874,"I am 44 years old. I am male. I am of another race. I am married. I completed high school (12th grade). My family income is $40,000 to $49,999. I am an independent, close to Democrat. I am liberal. I attend religious services about once a month."
875,"I am 26 years old. I am female. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Democrat. I am slightly liberal. I attend religious services less than once a year."
876,"I am 37 years old. I am female. I am Black or African American. I have never been married. I had 8 or more years of college education (doctorate or professional degree). My family income is $110,000 to $129,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services about once or twice a year."
877,"I am 26 years old. I am female. I am Black or African American. I have never been married. I had 6 years of college education (master's degree). My family income is $50,000 to $59,999. I am an independent (neither Democrat nor Republican). I am extremely liberal. I attend religious services less than once a year."
878,"I am 28 years old. I am male. I am Black or African American. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am an independent, close to Republican. I am slightly conservative. I never attend religious services."
879,"I am 25 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services several times a year."
880,"I am 25 years old. I am male. I am Black or African American. I am divorced. I completed high school (12th grade). My family income is $30,000 to $34,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services less than once a year."
881,"I am 26 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services 2-3 times a month."
882,"I am 27 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $15,000 to $17,499. I am an independent (neither Democrat nor Republican). I attend religious services several times a year."
883,"I am 36 years old. I am female. I am White. I have never been married. I had 5 years of college education. My family income is $130,000 to $149,999. I am an independent, close to Democrat. I am extremely liberal. I never attend religious services."
884,"I am 26 years old. I am female. I am Black or African American. I have never been married. I had 3 years of college education. My family income is $50,000 to $59,999. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services several times a year."
885,"I am 51 years old. I am female. I am Black or African American. I am separated. I had 6 years of college education (master's degree). My family income is $150,000 to $169,999. I am a not very strong Democrat. I am slightly liberal. I never attend religious services."
886,"I am 34 years old. I am female. I am of another race. I have never been married. I had 6 years of college education (master's degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once or twice a year."
887,"I am 31 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $130,000 to $149,999. I am a not very strong Democrat. I am liberal. I attend religious services about once or twice a year."
888,"I am 54 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. I am a strong Democrat. I am liberal. I attend religious services nearly every week."
889,"I am 63 years old. I am male. I am White. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $22,500 to $24,999. I am a strong Democrat. I am extremely liberal. I never attend religious services."
890,"I am 36 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $40,000 to $49,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services several times a year."
891,"I am 33 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $40,000 to $49,999. I am a not very strong Democrat. I am moderate (middle of the road). I never attend religious services."
892,"I am 74 years old. I am male. I am White. I am married. I have no formal schooling. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services several times a year."
893,"I am 24 years old. I am female. I am Black or African American. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $60,000 to $74,999. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
894,"I am 67 years old. I am female. I am Black or African American. I am married. I had 1 year of college education. My family income is $35,000 to $39,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services every week."
895,"I am 79 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $12,500 to $14,999. I am a not very strong Democrat. I am liberal. I never attend religious services."
896,"I am 77 years old. I am female. I am White. I am married. I had 1 year of college education. My family income is $30,000 to $34,999. I am an independent, close to Republican. I am conservative. I attend religious services nearly every week."
897,"I am 30 years old. I am female. I am of another race. I have never been married. I had 1 year of college education. My family income is $75,000 to $89,999. I am an independent, close to Republican. I am extremely conservative. I attend religious services every week."
898,"I am 71 years old. I am female. I am Black or African American. I am divorced. I had 2 years of college education. My family income is $30,000 to $34,999. I am a not very strong Democrat. I am slightly liberal. I attend religious services every week."
899,"I am 75 years old. I am male. I am White. I am divorced. I had 5 years of college education. My family income is $30,000 to $34,999. I am a strong Republican. I am conservative. I never attend religious services."
900,"I am 65 years old. I am female. I am Black or African American. I am divorced. I had 2 years of college education. My family income is $15,000 to $17,499. I am a not very strong Democrat. I am slightly conservative. I attend religious services every week."
901,"I am 20 years old. I am female. I am Black or African American. I have never been married. I completed 9th grade. My family income is $20,000 to $22,499. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services more than once a week."
902,"I am 35 years old. I am male. I am Black or African American. I have never been married. I had 1 year of college education. My family income is $50,000 to $59,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once or twice a year."
903,"I am 49 years old. I am female. I am Black or African American. I have never been married. I had 6 years of college education (master's degree). My family income is $60,000 to $74,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services more than once a week."
904,"I am 69 years old. I am female. I am White. I am widowed. I had 3 years of college education. My family income is $40,000 to $49,999. I am an independent, close to Republican. I am slightly conservative. I attend religious services 2-3 times a month."
905,"I am 35 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services several times a year."
906,"I am 69 years old. I am male. I am White. I am married. I had 5 years of college education. My family income is $170,000 or more. I am a not very strong Democrat. I am slightly conservative. I attend religious services less than once a year."
907,"I am 36 years old. I am female. I am of another race. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am an independent, close to Republican. I am conservative. I attend religious services more than once a week."
908,"I am 71 years old. I am male. I am White. I am divorced. I completed high school (12th grade). My family income is $110,000 to $129,999. I am a strong Republican. I am conservative. I never attend religious services."
909,"I am 42 years old. I am female. I am White. I have never been married. I had 6 years of college education (master's degree). My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services every week."
910,"I am 37 years old. I am male. I am White. I am married. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I am conservative. I attend religious services nearly every week."
911,"I am 53 years old. I am female. I am White. I am married. I had 3 years of college education. I am a not very strong Republican. I am extremely conservative. I attend religious services more than once a week."
912,"I am 47 years old. I am male. I am White. I am married. I had 7 years of college education. My family income is $75,000 to $89,999. I am a strong Democrat. I am liberal. I never attend religious services."
913,"I am 29 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $75,000 to $89,999. I am an independent, close to Republican. I am conservative. I attend religious services every week."
914,"I am 25 years old. I am male. I am White. I have never been married. I had 1 year of college education. My family income is $75,000 to $89,999. I am a not very strong Republican. I am slightly liberal. I never attend religious services."
915,"I am 38 years old. I am female. I am White. I am married. I had 3 years of college education. My family income is $150,000 to $169,999. I am an independent, close to Republican. I am slightly conservative. I attend religious services every week."
916,"I am 46 years old. I am female. I am Black or African American. I am married. I had 5 years of college education. I am a strong Democrat. I am moderate (middle of the road). I attend religious services more than once a week."
917,"I am 26 years old. I am male. I am White. I have never been married. I had 3 years of college education. My family income is $3,000 to $3,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services more than once a week."
918,"I am 33 years old. I am female. I am White. I am divorced. I had 8 or more years of college education (doctorate or professional degree). My family income is $50,000 to $59,999. I am an independent, close to Democrat. I am slightly liberal. I never attend religious services."
919,"I am 64 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $110,000 to $129,999. I am a strong Republican. I am conservative. I never attend religious services."
920,"I am 20 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. My family income is $22,500 to $24,999. I am an independent, close to Democrat. I am liberal. I attend religious services several times a year."
921,"I am 65 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services several times a year."
922,"I am 45 years old. I am male. I am of another race. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am a strong Democrat. I am slightly liberal. I attend religious services several times a year."
923,"I am 29 years old. I am male. I am Black or African American. I have never been married. I had 2 years of college education. My family income is $130,000 to $149,999. I am a not very strong Democrat. I am liberal. I attend religious services several times a year."
924,"I am 39 years old. I am male. I am White. I am married. I had 2 years of college education. My family income is $150,000 to $169,999. I am liberal. I never attend religious services."
925,"I am 70 years old. I am female. I am White. I am widowed. I had 8 or more years of college education (doctorate or professional degree). My family income is $60,000 to $74,999. I am a strong Democrat. I am slightly liberal. I never attend religious services."
926,"I am 79 years old. I am male. I am White. I am divorced. I completed 4 years of college (bachelor's degree). My family income is $150,000 to $169,999. I am a strong Republican. I am conservative. I attend religious services about once or twice a year."
927,"I am 32 years old. I am female. I am Black or African American. I have never been married. I had 5 years of college education. My family income is $40,000 to $49,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
928,"I am 77 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am a strong Republican. I am conservative. I attend religious services every week."
929,"I am 69 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services less than once a year."
930,"I am 66 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $170,000 or more. I am a strong Democrat. I am extremely liberal. I attend religious services about once or twice a year."
931,"I am 62 years old. I am male. I am Black or African American. I have never been married. I completed high school (12th grade). I am a strong Democrat. I am conservative. I attend religious services every week."
932,"I am 26 years old. I am male. I am Black or African American. I have never been married. I completed 4 years of college (bachelor's degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services nearly every week."
933,"I am 40 years old. I am female. I am Black or African American. I have never been married. I had 1 year of college education. My family income is $90,000 to $109,999. I am a strong Democrat. I am liberal. I attend religious services about once or twice a year."
934,"I am 81 years old. I am male. I am Black or African American. I am widowed. I completed high school (12th grade). I am a strong Democrat. I am moderate (middle of the road). I never attend religious services."
935,"I am female. I am of another race. I am divorced. I had 2 years of college education. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road)."
936,"I am 36 years old. I am female. I am White. I have never been married. I had 8 or more years of college education (doctorate or professional degree). My family income is $50,000 to $59,999. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
937,"I am 62 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. I attend religious services about once or twice a year."
938,"I am 20 years old. I am female. I am Black or African American. I have never been married. I had 2 years of college education. My family income is $7,000 to $7,999. I am a strong Democrat. I am extremely liberal. I attend religious services about once or twice a year."
939,"I am 20 years old. I am male. I am White. I have never been married. I had 3 years of college education. My family income is $170,000 or more. I am a strong Republican. I am conservative. I attend religious services several times a year."
940,"I am 23 years old. I am female. I am White. I have never been married. I had 7 years of college education. My family income is $20,000 to $22,499. I am a strong Republican. I am conservative. I attend religious services every week."
941,"I am 19 years old. I am female. I am White. I have never been married. I had 2 years of college education. My family income is $6,000 to $6,999. I am a strong Democrat. I am liberal. I never attend religious services."
942,"I am 28 years old. I am male. I am of another race. I have never been married. I had 6 years of college education (master's degree). My family income is $90,000 to $109,999. I am an independent (neither Democrat nor Republican). I am slightly conservative. I never attend religious services."
943,"I am 69 years old. I am female. I am Black or African American. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $30,000 to $34,999. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services every week."
944,"I am 25 years old. I am female. I am Black or African American. I have never been married. I completed 4 years of college (bachelor's degree). My family income is $50,000 to $59,999. I am an independent, close to Republican. I am slightly conservative. I attend religious services several times a year."
945,"I am 36 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $89,999. I am a strong Republican. I am conservative. I attend religious services about once or twice a year."
946,"I am 76 years old. I am female. I am White. I am married. I had 2 years of college education. My family income is $60,000 to $74,999. I am an independent, close to Democrat. I am liberal. I attend religious services several times a year."
947,"I am 71 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am an independent, close to Democrat. I am slightly liberal. I attend religious services every week."
948,"I am 71 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $75,000 to $89,999. I am an independent, close to Democrat. I am slightly conservative. I never attend religious services."
949,"I am 66 years old. I am female. I am White. I am married. I completed high school (12th grade). My family income is $170,000 or more. I am a strong Republican. I am moderate (middle of the road). I attend religious services less than once a year."
950,"I am 19 years old. I am male. I am White. I have never been married. I had 2 years of college education. My family income is $90,000 to $109,999. I am a strong Republican. I am moderate (middle of the road). I attend religious services about once or twice a year."
951,"I am 37 years old. I am female. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $90,000 to $109,999. I am a strong Republican. I am conservative. I attend religious services every week."
952,"I am 50 years old. I am female. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). My family income is $110,000 to $129,999. I am an independent, close to Democrat. I am moderate (middle of the road). I attend religious services about once a month."
953,"I am 36 years old. I am male. I am Black or African American. I am married. I completed 4 years of college (bachelor's degree). I am a strong Democrat. I am liberal. I never attend religious services."
954,"I am 65 years old. I am male. I am White. I am married. I completed high school (12th grade). My family income is $110,000 to $129,999. I am a not very strong Republican. I am conservative. I never attend religious services."
955,"I am 63 years old. I am male. I am Black or African American. I am married. I completed 4 years of college (bachelor's degree). My family income is $75,000 to $89,999. I am an independent, close to Democrat. I attend religious services 2-3 times a month."
956,"I am 61 years old. I am male. I am White. I have never been married. I had 6 years of college education (master's degree). My family income is $110,000 to $129,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services about once or twice a year."
957,"I am 55 years old. I am female. I am Black or African American. I have never been married. I completed high school (12th grade). My family income is $12,500 to $14,999. I am an independent, close to Democrat. I am extremely conservative. I attend religious services every week."
958,"I am 24 years old. I am female. I am White. I have never been married. I completed 11th grade. My family income is $60,000 to $74,999. I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services every week."
959,"I am 54 years old. I am female. I am of another race. I am married. I completed 4 years of college (bachelor's degree). My family income is $130,000 to $149,999. I am a not very strong Democrat. I am slightly liberal. I never attend religious services."
960,"I am 41 years old. I am male. I am White. I have never been married. I had 8 or more years of college education (doctorate or professional degree). My family income is $170,000 or more. I am a strong Democrat. I am liberal. I attend religious services less than once a year."
961,"I am 25 years old. I am female. I am of another race. I have never been married. I had 2 years of college education. My family income is $130,000 to $149,999. I am a not very strong Democrat. I am moderate (middle of the road). I never attend religious services."
962,"I am 82 years old. I am male. I am White. I am married. I completed 4 years of college (bachelor's degree). My family income is $50,000 to $59,999. I am a strong Democrat. I am liberal. I attend religious services every week."
963,"I am 37 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). My family income is $170,000 or more. I am an independent, close to Democrat. I am slightly liberal. I attend religious services 2-3 times a month."
964,"I am 65 years old. I am male. I am White. I have never been married. I completed high school (12th grade). My family income is $60,000 to $74,999. I am an independent, close to Republican. I am moderate (middle of the road). I attend religious services less than once a year."
965,"I am 56 years old. I am male. I am White. I have never been married. I had 2 years of college education. My family income is $50,000 to $59,999. I am a strong Democrat. I am liberal. I never attend religious services."
966,"I am 72 years old. I am male. I am White. I am married. I had 1 year of college education. My family income is $75,000 to $89,999. I am a strong Democrat. I am slightly liberal. I attend religious services less than once a year."
967,"I am 74 years old. I am male. I am White. I am married. I had 8 or more years of college education (doctorate or professional degree). I am an independent (neither Democrat nor Republican). I am moderate (middle of the road). I attend religious services more than once a week."
968,"I am 55 years old. I am female. I am White. I am married. I had 6 years of college education (master's degree). I am a not very strong Republican. I am conservative. I never attend religious services."
969,"I am 55 years old. I am male. I am White. I am married. I had 6 years of college education (master's degree). My family income is $90,000 to $109,999. I am a strong Republican. I am moderate (middle of the road). I attend religious services several times a year."
970,"I am 53 years old. I am female. I am White. I am married. I had 1 year of college education. I am a strong Democrat. I am moderate (middle of the road). I never attend religious services."
971,"I am 68 years old. I am female. I am of another race. I am divorced. I completed 4 years of college (bachelor's degree). My family income is $50,000 to $59,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services about once or twice a year."
972,"I am 48 years old. I am female. I am White. I am married. I had 1 year of college education. My family income is $170,000 or more. I am a not very strong Democrat. I am moderate (middle of the road). I attend religious services about once a month."
973,"I am 66 years old. I am female. I am White. I am married. I had 2 years of college education. My family income is $150,000 to $169,999. I am a strong Democrat. I am moderate (middle of the road). I attend religious services every week."
974,"I am 37 years old. I am female. I am White. I am married. I had 1 year of college education. My family income is $75,000 to $89,999. I am an independent (neither Democrat nor Republican). I am slightly liberal. I never attend religious services."
975,"I am 18 years old. I am female. I am White. I have never been married. I completed high school (12th grade). My family income is $50,000 to $59,999. I am a not very strong Republican. I attend religious services every week."
976,"I am 53 years old. I am male. I am White. I am divorced. I had 6 years of college education (master's degree). My family income is $90,000 to $109,999. I am an independent, close to Democrat. I am moderate (middle of the road). I never attend religious services."
977,"I am 20 years old. I am female. I am White. I have never been married. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I am extremely liberal. I attend religious services more than once a week."
978,"I am 36 years old. I am female. I am White. I am divorced. I had 5 years of college education. My family income is $5,000 to $5,999. I am an independent (neither Democrat nor Republican). I am extremely conservative. I never attend religious services."
979,"I am 61 years old. I am male. I am Black or African American. I am married. I completed high school (12th grade). I am an independent (neither Democrat nor Republican). I never attend religious services."
980,"I am 69 years old. I am male. I am Black or African American. I am married. I completed high school (12th grade). My family income is $40,000 to $49,999. I am a not very strong Republican. I am moderate (middle of the road). I attend religious services less than once a year."
981,"I am 89 years or older. I am female. I am White. I am widowed. I completed 4 years of college (bachelor's degree). I am a strong Democrat. I am liberal. I never attend religious services."
